name|price|description|category|rating|source
CANON CLI-581XL (Photo Blue, 1 Stück)|24.95|Dieser 8,3-ml-Tintentank Fotoblau mit hoher Reichweite wird zum Drucken hochwertiger Fotos und Dokumente genutzt. Er bietet eine hohe Reichweite: Damit drucken Sie kostensparend bis zu doppelt so viele Seiten wie mit der Standard-Tinte. In Kombination mit Canon Fotopapier sind Ihre Fotos dank ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON CLI-526M (Magenta, 1 Stück)|20.95|Original Canon All-in-One-Patronen garantieren höchste Druckqualität. Sie enthalten alle wesentlichen Verschleissteile. Wenn Sie die All-in-One-Patrone austauschen, ist Ihr Drucker daher praktisch wie neu.|Computer & Gaming||interdiscount
CANON KC-18IL (Mehrfarbig, 1 Stück)|20.9|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet Canon mit Ihnen im Büro, und im Sommer fahren Sie gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Technologie von Canon überall dort, wo die Menschen leben. Mit zahllosen Erfindungen und Innovationen ist das Unternehmen ein Hightech-Spezialist. Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert, und mittlerweile zählt Canon zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Produkte von Canon.|Computer & Gaming||interdiscount
CANON Fotopapier (100 Blatt, 50 x 76 mm)|49.95|Kombinieren Sie das ZINK-Fotopapier mit dem Canon Zoemini und verwandeln Sie Ihre Handy- und Tablet-Fotos in wertvolle Erinnerungsstücke, Geschenke und Dekorationen. Die innovative ZINK-Technologie des Fotopapiers hat die perfekte Grösse für Social-Media-Fotos und ermöglicht sofortige, wischfeste, wasser- und reissfeste Fotos ohne Tinte und ohne viel Aufwand - ideal für den Druck unterwegs. Die Fotos können fast überall ausgestellt werden - ziehen Sie die Rückseite des Papiers ab, um die klebrige Seite freizulegen, und kleben Sie sie auf Ihre Handyhülle, Ihren Laptop oder Ihre Möbel, um sie sofort zu personalisieren.|Computer & Gaming||interdiscount
CANON CL-511 (Gelb, Magenta, Cyan, 1 Stück)|29.95|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON CL-38 (Gelb, Magenta, Cyan, 1 Stück)|27.7|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON CLI-526C (Cyan, 1 Stück)|20.95|Auf Tinte und Papier kommt es an|Computer & Gaming||interdiscount
CANON CLI-526Y (Gelb, 1 Stück)|20.95|Dieser 9 ml fassende Tintentank mit gelber Tinte wird zum Druck von Dokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON PG-37 (Schwarz, 1 Stück)|18.9|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet das Unternehmen mit Ihnen im Büro, und im Sommer fährt Canon gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Canon-Technologie überall dort, wo die Menschen leben. Die Fotografie war es, die Canon bekannt machte. Doch längst ist das Unternehmen mit zahllosen Erfindungen und Innovationen zum Hightech-Spezialisten gewachsen: Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert - Canon zählt mittlerweile zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Canon-Produkte.|Computer & Gaming||interdiscount
CANON imageFORMULA P-208II (USB 2.0)|123.0|Der CANON imageFORMULA P 208II (USB 2.0) ist ein kompakter und eleganter Scanner für unterwegs. Der mobile Scanner P 208II ist perfekt für Geschäftsleute, die viel unterwegs sind, aber auch für den privaten Gebrauch optimal geeignet. Der automatische Dokumenteneinzug von bis zu 10 Blatt und schnelles, beidseitiges Scannen bietet Ihnen eine hochwertige Top Scan Performance.Zu den Bildbearbeitungsfunktionen vom P 208II gehören die Farberkennung, die Erkennung der Textausrichtung und die Textverbesserung. So erhalten Sie automatisch hochwertige Scans und sparen dabei kostbare Zeit. Der vollautomatische Modus erlaubt es Ihnen bequem und intuitiv zu scannen. Der Scanner wählt automatisch die besten Einstellungen für Ihre Dokument aus, um so noch bessere Ergebnisse zu erzielen.Vielseitig ohne KabelMit der optionalen WiFi Box WU10 können Sie an jedem Ort kabellos scannen. Das ist praktisch, wenn Sie Dokumente direkt auf Ihr Smartphone, Tablet oder PC scannen möchten.|Computer & Gaming||interdiscount
CANON PGI-550/CLI-551 (Gelb, Grau, Schwarz, Magenta, Cyan, Multipack)|91.95|Die Canon PGI-550/CLI-551 Tintenpatronen sind im Multipack mit jeweils 15 ml der Farben Schwarz, Gelb, Cyan, Grau und Magenta verfügbar und ermöglichen es Ihnen, bis zu 1.800 Seiten zu drucken.Die Canon Tintenpatronen arbeiten am besten mit den Canon Fotopapieren zusammen. Sie sind perfekt aufeinander abgestimmt und liefern somit die qualitativ hochwertigsten Ergebnisse. Die PIXMA Produkte garantieren Resultate von langer Haltbarkeit, sodass Sie viel Freunde an Ihren gedruckten Fotos haben werden.|Computer & Gaming||interdiscount
CANON CLI-551XL (Gelb, Schwarz, Magenta, Cyan, Multipack)|66.7|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON CLI-526 (Gelb, Magenta, Cyan, Multipack)|46.95|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON TS7650i (Schwarz, Cyan, 1 Stück)|34.95|to PIXMA TS-Serie 14.1ml|Computer & Gaming||interdiscount
CANON CL-541 Color (Gelb, Magenta, Cyan, 1 Stück)|32.95|Diese Farbpatrone enthält die Tintenfarben Cyan, Magenta und Gelb und wird zum Drucken von Farbdokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind deine Fotos dank dem ChromaLife100 System vor Verblassen geschützt. Mit dieser 8 ml Tinte können bis zu 180 Seiten im A4-Format gedruckt werden (gemäss ISO/IEC 24711¹ Standard).|Computer & Gaming||interdiscount
CANON CLI-571M XL (Magenta, 1 Stück)|24.95|Die Canon CLI-571M XL in der Farbe Magenta ist eine Einzelpatrone mit einem Tintenvolumen von 11 ml, womit Sie bis zu 650 Seiten mühelos drucken können.Dabei kann man sagen, dass Teamwork schlichtweg besser ist. Die originalen Canon-Tintenpatronen arbeiten am besten mit den Canon-Fotopapieren und Canon-Druckern zusammen. Sie sind perfekt aufeinander abgestimmt und liefern somit die qualitativ hochwertigsten Ergebnisse. Dabei garantieren PIXMA Produkte Resultate von langer Haltbarkeit und besonders heller und präziser Farbwiedergebung.|Computer & Gaming||interdiscount
CANON CLI-571BK (Schwarz, 1 Stück)|13.7|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON GI-590M (Magenta, 1 Stück)|9.5|Mit dieser 70 ml Canon Magenta-Nachfülltinte mit hoher Reichweite für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben.|Computer & Gaming||interdiscount
CANON MAXIFY MB2150 (Tintendrucker, Farbe, WLAN)|163.5|Das vielseitige Multifunktionssystem zum Drucken, Scannen, Kopieren und Faxen ist speziell für das Home Office konzipiert, wo eine hohe Schwarzweiß- und Farbdruckqualität bei geringen Seitenkosten erforderlich ist. Mit seiner großen 250-Blatt-Papierkassette und einem automatischen Dokumenteneinzug für bis zu 50 Blatt bieten die Canon MAXIFY MB2150 Modelle eine großzügige Papierkapazität.|Computer & Gaming||interdiscount
CANON PG-560XL x2/CL-561XL Photo Value Pack (Gelb, Schwarz, Magenta, Cyan, Multipack)|79.95|Dieses ergiebige Foto-Vorteilspaket ist deine praktische Lösung für kosteneffizientes Drucken. Es enthält zwei ergiebige PG-560XL 14,3-ml-Schwarztintenpatronen, mit denen du jeweils bis zu 400 Seiten¹ drucken kannst, und eine ergiebige CL-561XL 12,2-ml-Farbtintenpatrone zum Drucken von bis zu 300 Seiten¹. Das Paket umfasst zudem 50 Blatt Foto Glanzpapier im Format 10 x 15 cm, um Fotos in Laborqualität zu drucken.|Computer & Gaming||interdiscount
CANON PFI-050 (Schwarz, 1 Stück)|63.75|Canon PFI-050BK - 70 ml - Schwarz - original - Tintenbehälter - für imagePROGRAF TC-20|Computer & Gaming||interdiscount
CANON CLI-521 (Gelb, Magenta, Cyan, Multipack)|54.95|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON PFI-300PBK (Photo Schwarz, 1 Stück)|29.55|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Photo Black, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON PGI-525PGBK (Schwarz, 1 Stück)|26.95|Die Canon PGI-525PGBK ist eine schwarze Einzelpatronen mit solider Canon-Tintenqualität, womit Sie mühelos wichtige Dokumente drucken können.Die Canon-Tinte ist von höchster Qualität. Genau darin liegt auch der entscheidende Unterschied zu den anderen Produkten. Nahezu alle Canon PIXMA Modelle sind mit dem innovativen ChromaLife100 System ausgestattet, bei dem Tinten, Papier und Druckkopf aufeinander abgestimmt sind. Dadurch erhält man nicht nur prächtige Ausdrucke, die zusätzlich noch für Stabilität sorgen.|Computer & Gaming||interdiscount
CANON Black Label Premium Kopierpapier (2500 Blatt, A4, 80 g/m2)|34.05|Océ Premium WOP402 - 104 Mikron - weiss - A4 (210 x 297 mm) - 80 g/m² - 500 Blatt Etikettenpapier|Computer & Gaming||interdiscount
CANON PGI-7500XL (Gelb, 1 Stück)|190.4|Canon PGI-7500XL Y - XL - Gelb - original - Tintenbehälter - für Canon WG7540, WG7550, WG7550F; WG Series WG7550F|Computer & Gaming||interdiscount
CANON CLI-551C XL (Cyan, 1 Stück)|27.95|Die Canon CLI-551C XL Patrone in Cyan ist eine Einzelpatrone, deren Tintenvolumen es dir erlaubt, bis zu 665 Seiten im A4-Format zu drucken.Das ist bis zu zweimal mehr als bei einem Standardtank. Dabei garantiert Canon nicht nur eine hervorragende Druckqualität, sondern in Verbindung mit Canon Fotopapier Ergebnisse mit hoher Farbstabilität. Zudem gewährleistet sie, dass keine Tonerreste oder graue Hintergründe auf den Drucken hinterlassen werden.|Computer & Gaming||interdiscount
CANON CLI-551M XL (Magenta, 1 Stück)|27.95|Die CANON CL 551M XL Tintenpatrone ist die perfekte Wahl für alle Hobbyphotographen und diejenigen, die viel im Büro oder im Home Office drucken.Die CANON Tintenpatrone in Magenta verfügt über eine doppelte Reichweite von Standardpatronen und wird für den Druck von Photos und Dokumenten verwendet. Drucken Sie bis zu 695 Blatt im A4 Format. Dadurch die hohe Qualität ist die Erfüllung Ihres Traumes einer eigenen Kollektion nicht mehr weit. Machen Sie mit der CL 551M XL ein persönliches Weihnachtsgeschenk für Ihre Liebsten oder zaubern Sie eine neue Heimdekoration mit Urlaubsbildern. Die Patronen sind kompatibel mit anderen Druckern.|Computer & Gaming||interdiscount
CANON CLI-65BK (Schwarz, 1 Stück)|24.0|Inkjet Black 12.6ml|Computer & Gaming||interdiscount
CANON CLI-65GY (Grau, 1 Stück)|23.7|Inkjet Grey 12.6ml|Computer & Gaming||interdiscount
CANON CLI-551C (Cyan, 1 Stück)|21.95|Die cyanfarbene Tinte wird zum Druck von Dokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt. Mit dem 7 ml fassenden Tintentank können bis zu 304 ISO-Seiten im A4-Format gedruckt werden.|Computer & Gaming||interdiscount
CANON CLI-65Y (Gelb, 1 Stück)|20.9|Inkjet Yellow 12.6ml|Computer & Gaming||interdiscount
CANON PGI-5BK (Schwarz, 1 Stück)|18.7|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet das Unternehmen mit Ihnen im Büro, und im Sommer fährt Canon gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Canon-Technologie überall dort, wo die Menschen leben. Die Fotografie war es, die Canon bekannt machte. Doch längst ist das Unternehmen mit zahllosen Erfindungen und Innovationen zum Hightech-Spezialisten gewachsen: Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert - Canon zählt mittlerweile zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Canon-Produkte.|Computer & Gaming||interdiscount
CANON PFI-300CO (Chroma Optimizer, 1 Stück)|17.9|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Chroma Optimizer, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON CL-576 (Gelb, Magenta, Cyan, 1 Stück)|16.9|Der FINE Druckkopf mit Cyan, Magenta und Gelb Tinte für farbstabile, lebendige Fotodrucke|Computer & Gaming||interdiscount
CANON 054 H (Cyan, 1 Stück)|90.15|Canon 054 H - Mit hoher Kapazität - Cyan - Original - Tonerpatrone - für i-SENSYS LBP621Cw, LBP623Cdw, LBP623Cw|Computer & Gaming||interdiscount
CANON CLI-581 Multipack (Gelb, Schwarz, Magenta, Cyan, Multipack)|57.95|Dieses Vier-Tinten-Multipack beinhaltet eine Tintenpatrone Schwarz, eine Cyan, eine Magenta und eine Gelb für den hochwertigen Foto- und Dokumentendruck. Beim Einsatz mit Canon Fotopapier sorgen diese vier 5,6-ml-Tintenpatronen dank ChromaLife100 System für langlebige Drucke mit hoher Farbstabilität: bis zu 200 Seiten in Schwarzweiss und 250 Seiten in Farbe (gemäss ISO/IEC 24711¹ Standard).|Computer & Gaming||interdiscount
CANON Maxify 2500XL (Schwarz, 1 Stück)|34.95|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Schwarztinte liefert gestochen scharfen Text mit langer Lebensdauer und hoher Haltbarkeit. Die XL-Schwarztinte (70,9 ml) mit hoher Reichweite druckt bis zu 2.500 A4-Dokumente.|Computer & Gaming||interdiscount
CANON CLI-526BK (Schwarz, 1 Stück)|24.95|Die CANON CLI-526BK (1 Stück, in Schwarz) ermöglicht Ihnen ab sofort das gestochen scharfe Ausdrucken von Fotos - bequem von Zuhause aus.Diese CANON Tintenpatrone eignet sich hervorragend dafür, Fotos eigens von Zuhause aus zu drucken. Denn hiermit kreieren Sie Ausdrucke in hoher Farbkraft, die Ihre Bilder auch nach langer Zeit nicht verblassen lassen. So lassen sich qualitative Fotoalben anfertigen, die sich  nach vielen Jahren noch bestaunen lassen. Idealerweise kombinieren Sie die Tinte mit dem speziellen Fotopapier derselben Marke und Sie erhalten ein unglaubliches Ergebnis.|Computer & Gaming||interdiscount
CANON MC-G02 (1 Stück)|12.6|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON GI-50 М (Magenta, 1 Stück)|9.9|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON GI-50 (Gelb, 1 Stück)|9.5|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON GI-50 C (Cyan, 1 Stück)|9.5|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON 054 H (Gelb, 1 Stück)|88.9|Canon 054 H - Mit hoher Kapazität - Gelb - Original - Tonerpatrone - für i-SENSYS LBP621Cw, LBP623Cdw, LBP623Cw|Computer & Gaming||interdiscount
CANON 054 (Schwarz, 1 Stück)|65.6|Canon 054 - Schwarz - Original - Tonerpatrone - für i-SENSYS LBP621Cw, LBP623Cdw, LBP623Cw|Computer & Gaming||interdiscount
CANON PGI-520 (Schwarz, Duopack)|28.4|Dieser Tintentank mit schwarzer Pigmenttinte wird zum Druck von Dokumenten auf Normalpapier verwendet und sorgt für ein gestochen scharfes Schriftbild mit hoher Farbstabilität.|Computer & Gaming||interdiscount
CANON PGI-2500XL (Cyan, 1 Stück)|25.9|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Cyantinte liefert Drucke mit starken Farben, langer Lebensdauer und hoher Haltbarkeit. Die XL-Cyantinte (19,3 ml) mit hoher Reichweite druckt bis zu 1.755 A4-Dokumente.|Computer & Gaming||interdiscount
CANON CLI-581 (Gelb, Schwarz, Magenta, Cyan, Multipack)|47.55|Diese Kombination aus original Canon Tinte und Papier ist ideal zum Drucken hochwertiger Fotos. Beim Einsatz mit original Canon Papier sorgen diese 5,6-ml-Tintenpatronen dank ChromaLife100 System für lange haltbare Drucke mit hoher Farbstabilität. Die beigefügte Packung mit Canon Fotoglanzpapier spart Geld und die Tinte ermöglicht den Druck von 200 Seiten in Schwarz und 250 Seiten in Farbe (gemäss ISO/IEC 24711¹ Standard).|Computer & Gaming||interdiscount
CANON CLI-571Y (Gelb, 1 Stück)|14.9|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON PFI-107 MBK (Schwarz, Mattschwarz, 1 Stück)|83.25|Canon PFI-107 MBK - 130 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF iPF670, iPF680, iPF685, iPF770, iPF780, iPF785|Computer & Gaming||interdiscount
CANON PGI-2500 (Cyan, 1 Stück)|20.9|Bei der Dual Resistance High Density Tinte, die für MAXIFY Drucker eingesetzt wird, handelt es sich um eine neu entwickelte Pigmenttinte, die sich besonders für Drucke im Büro eignet. Die Kombination aus DRHD Tinten und der FINE Technologie von Canon sorgt für professionelle Farbdokumentdrucke in hoher Qualität sowie produktive Druckgeschwindigkeiten für kleine Büros und Homeoffices.|Computer & Gaming||interdiscount
CANON PGI-9G (Grün, 1 Stück)|19.7|Die professionellen LUCIA-Tinten liefern intensive, satte Farben, einen hervorragenden Farbumfang und zuverlässige Qualität. Dieses pigmentbasierte Tintensystem sorgt für herausragende Farbstabilität Ihrer Fotos. Mit dem 14 ml Tintentank Grün können bis zu 765 Fotos im Format 10 x 15 cm bzw. 228 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON PGI-9PC (Photo Cyan, Cyan, 1 Stück)|13.7|Die professionellen LUCIA-Tinten liefern intensive, satte Farben, einen hervorragenden Farbumfang und zuverlässige Qualität. Dieses pigmentbasierte Tintensystem sorgt für herausragende Farbstabilität Ihrer Fotos. Mit dem 14 ml Tintentank Foto-Cyan können bis zu 393 Fotos im Format 10 x 15 cm bzw. 71 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON 531M (Magenta, 1 Stück)|16.95|to PIXMA TS-Serie 8.2ml|Computer & Gaming||interdiscount
CANON CLI-531Y (Gelb, 1 Stück)|16.95|to PIXMA TS-Serie 8.2ml|Computer & Gaming||interdiscount
CANON CLI-521Y (Gelb, 1 Stück)|12.9|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON XS-20L Fotopapier (20 Blatt, 72 x 85 mm, 0 g/m2)|19.95|Das CANON XS-20L Fotopapier (20 Blatt, 72 x 85, 0 g/m2) ist auf jeden Fall die optimale Wahl für jeden, der gern Fotos ausdruckt und Collagen erstellt.Es spielt absolut keine Rolle, ob Sie das Papier für professionelle Zwecke nutzen  oder ob Sie einfach gern Ihr Zuhause mit wunderschönen Bildern individualisieren und schmücken möchten. Das Canon Papier ist umfassend für Sie geprüft worden, sodass Sie für jeden Druck die höchste Qualität erhalten. Die Farben werden in bester Echtheit dargestellt und Konturen werden scharf abgebildet. Damit Sie sich lange an Ihren Bildern erfreuen können, ist das Papier wischfest und schnell trocknend.|Computer & Gaming||interdiscount
CANON Maxify MB2750 (Tintendrucker, Farbe, WLAN)|162.0|Die Canon MAXIFY MB2750 Modelle bieten das Drucken von Mobilgeräten sowie die Integration von Cloud-Diensten. Die Papierkassette für bis zu 500 Blatt und eine Druckgeschwindigkeit von bis zu 24 ISO-Seiten (SW) pro Minute ermöglichen hohe Produktivität.|Computer & Gaming||interdiscount
CANON PFI-050 (Gelb, 1 Stück)|69.9|Canon PFI-050Y - 70 ml - Gelb - original - Tintenbehälter - für imagePROGRAF TC-20|Computer & Gaming||interdiscount
CANON PFI-050 (Cyan, 1 Stück)|64.0|Canon PFI-050C - 70 ml - Cyan - original - Tintenbehälter - für imagePROGRAF TC-20|Computer & Gaming||interdiscount
CANON PFI-050 M (Magenta, 1 Stück)|63.75|Canon PFI-050M - 70 ml - Magenta - original - Tintenbehälter - für imagePROGRAF TC-20|Computer & Gaming||interdiscount
CANON CLI-551 (Gelb, Schwarz, Magenta, Cyan, Multipack)|58.95|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON PIXMA TS3551 (Tintendrucker, Farbe, WLAN)|54.95|Der PIXMA TS3551i ist ein kompaktes Multifunktionssystem zum Drucken, Scannen und Kopieren. Er ist einfach einzurichten, die kabellose Verbindung erfolgt auf Knopfdruck. Und er lässt sich aus der Ferne bedienen: Du kannst mit der Canon PRINT App ganz einfach kabellos vom Mobilgerät drucken, kopieren oder scannen – oder du druckst mit AirPrint (iOS) oder Mopria (Android). Der Zugriffspunktmodus ermöglicht eine direkte WLAN-Verbindung mit dem Drucker. Dank FINE Druckköpfe mit Tinten werden Dokumente scharf und Fotos farbenfroh. Die Easy-PhotoPrint Editor App und Creative Park eröffnen zahlreiche kreative Möglichkeiten. Dieses 3-in-1-Tintenstrahl-Multifunktionssystem bietet die wichtigsten Funktionen zu einem günstigen Preis und ist mit dem PIXMA Print Plan kompatibel, einem monatlichen Tinten-Abonnement auf Basis der gedruckten Seiten – das ideale Einsteigermodell.|Computer & Gaming||interdiscount
CANON PG-560 / CL-561 Photo Cube (Gelb, Schwarz, Magenta, Duopack)|50.0|Der Fotowürfel ist eine grossartige Möglichkeit, Ihre Fotos sicher aufzubewahren. Er ist klein genug, um ihn zu Hause aufzubewahren, und eignet sich perfekt, um Ihre wertvollsten Fotos aufzubewahren oder an Freunde und Familie zu verschenken. Die Box bietet viel Platz für die Aufbewahrung der gedruckten Bilder. Der quadratische Fotodruck ist bei jungen Leuten und Familien sehr beliebt, denn das Social-Media-freundliche Format ermöglicht kreatives Drucken.|Computer & Gaming||interdiscount
CANON CLI-8 (Gelb, Magenta, Cyan, Multipack)|48.7|Canon CLI-8 Multipack - 3er-Pack - Gelb, Cyan, Magenta - Original - Tintenbehälter - für PIXMA iP6600D, iP6700D, Pro9000, Pro9000 Mark II|Computer & Gaming||interdiscount
CANON CLI-581XXL (Schwarz, 1 Stück)|29.95|Dieser 11,7-ml-Tintentank Schwarz mit besonders hoher Reichweite wird zum Drucken hochwertiger Fotos und Dokumente genutzt. Dieser Tintentank bietet eine besonders hohe Reichweite: Damit drucken Sie kostensparend bis zu 3,2-mal so viele Seiten wie mit der Standard-Tinte. In Kombination mit Canon Fotopapier sind Ihre Fotos dank ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON PFI-300R (Rot, 1 Stück)|23.9|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Red, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON PFI-300MBK (Mattschwarz, 1 Stück)|23.7|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Matte Black, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON PGI-2500XL (Gelb, 1 Stück)|22.55|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Gelbtinte liefert Drucke mit starken Farben, langer Lebensdauer und hoher Haltbarkeit. Die XL-Gelbtinte (19,3 ml) mit hoher Reichweite druckt bis zu 1.520 A4-Dokumente.|Computer & Gaming||interdiscount
CANON CLI-551M (Magenta, 1 Stück)|21.95|Die magentafarbene Tinte wird zum Druck von Dokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt. Mit dem 7 ml fassenden Tintentank können bis zu 298 ISO-Seiten im A4-Format gedruckt werden.|Computer & Gaming||interdiscount
CANON CLI-65PC (Cyan, Photo Cyan, 1 Stück)|21.9|Inkjet Photo Cyan 12.6ml|Computer & Gaming||interdiscount
CANON CLI-65M (Magenta, 1 Stück)|20.9|Inkjet Magenta 12.6ml|Computer & Gaming||interdiscount
CANON CLI-581BK (Schwarz, 1 Stück)|19.95|Druckleistung Seiten: 750 ×, Toner/Tinte Farbe: Black, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON CLI-521BK (Schwarz, Photo Schwarz, 1 Stück)|19.95|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON PFI-300Y (Gelb, 1 Stück)|18.9|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Yellow, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON PFI-300C (Cyan, 1 Stück)|17.9|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Cyan, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON 531 (Grau, 1 Stück)|16.5|to PIXMA TS-Serie 8.2ml|Computer & Gaming||interdiscount
