name|price|description|category|rating|source
CANON PGI-72 GY (Grau, 1 Stück)|14.25|Canon PGI-72GY - 14 ml - Grau - Original - Tintenbehälter - für PIXMA PRO-10, PRO-10S; PIXUS PRO-10|Computer & Gaming||interdiscount
CANON CLI-8C (Cyan, 1 Stück)|14.0|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet das Unternehmen mit Ihnen im Büro, und im Sommer fährt Canon gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Canon-Technologie überall dort, wo die Menschen leben. Die Fotografie war es, die Canon bekannt machte. Doch längst ist das Unternehmen mit zahllosen Erfindungen und Innovationen zum Hightech-Spezialisten gewachsen: Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert - Canon zählt mittlerweile zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Canon-Produkte.|Computer & Gaming||interdiscount
CANON GI 43 Y (Gelb, 1 Stück)|13.9|Mit dieser Canon Nachfülltinte erleben Sie Farbdrucke mit lebendigen Farben. Das Nachfüllen der Tinte ist schnell, sicher und sauber: Die praktischen Flaschen, die man zum Entleeren nicht quetschen muss, haben je nach Farbe eine individuelle Anschlussform, die nur auf den entsprechenden Tintenbehälter passt.|Computer & Gaming||interdiscount
CANON GI-43 (Rot, 1 Stück)|13.9|Mit dieser Canon Nachfülltinte erleben Sie Farbdrucke mit lebendigen Farben. Das Nachfüllen der Tinte ist schnell, sicher und sauber: Die praktischen Flaschen, die man zum Entleeren nicht quetschen muss, haben je nach Farbe eine individuelle Anschlussform, die nur auf den entsprechenden Tintenbehälter passt.|Computer & Gaming||interdiscount
CANON PGI-9GY (Grau, 1 Stück)|13.7|Die professionellen LUCIA-Tinten liefern intensive, satte Farben, einen hervorragenden Farbumfang und zuverlässige Qualität. Dieses pigmentbasierte Tintensystem sorgt für herausragende Farbstabilität Ihrer Fotos. Mit dem 14 ml Tintentank Grau können bis zu 145 Fotos im Format 10 x 15 cm bzw. 19 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON PGI-72MBK (Schwarz, Mattschwarz, 1 Stück)|13.45|Druckleistung Seiten: 202 ×, Toner/Tinte Farbe: Black, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON CLI-42PM (Photo Magenta, Magenta, 1 Stück)|12.9|Die farbstoffbasierten Tinten „ChromaLife100+“ liefern herausragende Qualität und lebendige Bilder in Farbe und Schwarzweiss. Mit dem 13 ml Tintentank Foto-Magenta können bis zu 169 Fotos im Format 10 x 15 cm bzw. bis zu 37 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON GI 490 M (Magenta, 1 Stück)|11.9|Canon GI 490 M - 70 ml - Magenta - Original - Nachfülltinte - für PIXMA G1400, G2400, G3400, G4400|Computer & Gaming||interdiscount
CANON Druckerrolle (Schwarz)|11.7|Farbrolle blau P1-DTSC|Computer & Gaming||interdiscount
CANON BCI-6BK (Schwarz, 1 Stück)|10.8|Mit den zahllosen Erfindungen und Innovationen bei Herstellung von erstklassigen Fotokameras, Camcordern, Druck- und Kopiersystemen zählt Canon zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Canon Produkte. Mit einer breiten Palette an Verbrauchmaterial bietet Canon Ihnen die beste Unterstützung. Bedienungsfreundlichkeit und ein hervorragendes Preis-/Leistungsverhältnis sprechen für sich.|Computer & Gaming||interdiscount
CANON GI-40 (Cyan, 1 Stück)|9.9|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON Tintenpatrone (Gelb, 1 Stück)|9.5|Canon GI 490 Y - 70 ml - Gelb - Original - Nachfülltinte - für PIXMA G1400, G2400, G3400, G4400|Computer & Gaming||interdiscount
CANON Tintenpatrone (Gelb, 40 ml)|8.75|Canon GI 45 Y - 40 ml - Gelb - original - Nachfülltinte - für MAXIFY GX1040, GX2040|Computer & Gaming||interdiscount
CANON HR-101N Kopierpapier (20 Blatt, A3, 106 g/m2)|7.5|Beste Qualität - ganz gleich, ob beim Kopieren oder Drucken, ob in Schwarzweiss oder in Farbe - ist das, was Sie von Canon erwarten. Dafür tut Canon alles. Auf die bewährte Canon-Qualität können Sie sich ganz ruhig verlassen. Sie werden damit nimmer enttäuscht! Das reiche Angebot an Verbrauchsmaterialen von Canon versorgt Ihnen die langfristige und einwandfreie Arbeit.|Computer & Gaming||interdiscount
CANON GI-41C (Cyan, 1 Stück)|6.95|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON EP-102 Farbband (Schwarz / Rot, 13 mm)|6.65|Zubehörtyp: Farbrollen|Computer & Gaming||interdiscount
CANON GI-40 (Gelb, 1 Stück)|6.2|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON GI-40M (Magenta, 1 Stück)|6.2|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON VP-101 Fotopapier (20 Blatt, 100 x 150 mm, 260 g/m2)|5.9|Fotoglanzpapier für den alltäglichen Einsatz und für Nachdrucke in nahezu Laborqualität. Mit Fotoglanzpapier für den alltäglichen Einsatz können Sie Ihren Bildern zu Hause für wenig Geld ein glänzendes Finish verleihen. Das Fotopapier Plus Seidenglanz von Canon ist ein Papier mit seidenmattem Finish und der Struktur von echtem Fotopapier. Mit diesem hochwertigen Papier erhalten Sie brillante Fotos mit reduziertem Glanz und einem sanfteren Finish. Das Fotoglanzpapier Plus II von Canon ist das ideale Fotopapier für Ergebnisse in überragender Qualität mit einem glänzenden Finish. Es sorgt für ein perfektes Finish für den Druck von Digitalfotos und Reproduktionen.|Computer & Gaming||interdiscount
CANON GP-501 Fotopapier (10 Blatt, 100 x 150, 170 g/m2)|4.4|Fotopapier GP-501|Computer & Gaming||interdiscount
CANON imageFORMULA DR-G2140 600 x 600 DPI Scanner, A3|9962.85|Mit diesem ultraschnellen Modell erreicht das Produktionsscannen ein neues Niveau.|Computer & Gaming||interdiscount
CANON DR-G2110 600 x 600 DPI Scanner mit Vorlageneinzug|6265.5|Schneller, langlebiger DIN A3-Produktionsscanner|Computer & Gaming||interdiscount
"CANON  iPF TC-20M 24"" (594 mm, Tintendrucker, Farbe, Wi-Fi Direct)"|978.95|"Mit dem einfach zu bedienenden 24-Zoll-Desktop-Drucker & A4 Scanner Canon ImagePROGRAF TC-20 erhalten Sie kostengünstige, professionelle Ausdrucke - ideal für kleine Büros, Einzelhandelsgeschäfte, im Bildungswesen oder sogar bei der Arbeit von zu Hause aus. A1 (24"", 610mm)  Inkjet Printer & A4 Scanner, 4 Colors, 2400x1200dpi, Printer Stand SD-24 Optional"|Computer & Gaming||interdiscount
CANON imagePROGRAF TC-20 (594 mm, Tintendrucker, Farbe, Bluetooth)|883.9|"Mit dem einfach zu bedienenden 24-Zoll-Desktop-Drucker Canon imagePROGRAF TC-20 erhalten Sie kostengünstige, professionelle Ausdrucke - ideal für kleine Büros, Einzelhandelsgeschäfte, im Bildungswesen oder sogar bei der Arbeit von zu Hause aus. A1 (24"", 610mm)  Inkjet Printer, 4 Colors, 2400x1200dpi, Printer Stand SD-24 Optional"|Computer & Gaming||interdiscount
CANON i-SENSYS MF553dw (Laserdrucker, Schwarz-Weiss, WLAN)|692.7|Der Canon i-SENSYS MF553 inkl. FAX steht für hohe Produktivität:  hocheffizientes Scannen, enorme Druckgeschwindigkeiten und umfassende  Cloud- und Mobilgeräte-Konnektivität. Die native Cloud-Konnektivität  ist bei den Systemen standardmässig vorhanden, sodass Sie direkt zu  und von Cloud-Speicherdiensten wie Google Drive, Dropbox und OneDrive  drucken und scannen können. Zu den Sicherheitsfunktionen gehören  Secure PIN, um den Druck vertraulicher Dokumente zu beschränken und  die Systemüberprüfung beim Start, um Geräte vor Hackerangriffen und  Virenbedrohungen zu schützen. Für eine zusätzliche Steigerung der  Produktivität sorgen die Druckgeschwindigkeit bis 43 Seiten/Min., der  beidseitige Druck sowie das beidseitige Scannen in einem Durchgang.  43 s/Min; 12.7cm Farb-Touchscreen|Computer & Gaming||interdiscount
CANON DR-C240 (USB 2.0 Typ-B)|619.5|Verbindungsmöglichkeiten: USB, Scanner Funktionen: Duplex-Vorlagenwechsler (D-ADF), Scan von geprägten Karten, Maximales Scanformat: A4, Scangeschwindigkeit Max.: 45 Seiten, Empfohlenes Tagesvolumen: 4000 Seiten, ADF Kapazität: 60 Seiten|Computer & Gaming||interdiscount
CANON i-SENSYS MF552dw (Laserdrucker, Schwarz-Weiss, WLAN)|606.9|Die Canon i-SENSYS MF550 Serie steht für hohe Produktivität: hocheffizientes Scannen, enorme Druckgeschwindigkeiten und umfassende Cloud- und Mobilgeräte-Konnektivität.|Computer & Gaming||interdiscount
CANON imageFORMULA DR-S250N (RJ-45 (LAN), USB Typ-A, 50 Seite/min, 600 x 600 dpi)|572.2|Mit dem leistungsstarken A4-Desktop-Scanner wird die gemeinsame Nutzung von Dokumenten zum Kinderspiel, und Sie können in verschiedenen Büroumgebungen produktiv arbeiten. Unterstützen Sie hybrides Arbeiten durch das anpassungsfähige, vernetzte Gerät, verbessern Sie die Arbeitsbedingungen Ihrer Mitarbeiter und ermöglichen Sie sicheres, einfaches und flexibles Scannen. Ein automatischer Dokumentenscanner, mit dem Sie das hybride Arbeiten durch Scannen mit Smartphones, Tablets, PCs, Mac-Geräten und Chromebooks verbessern können. Geniessen Sie den treiberlosen Betrieb dank der Unterstützung von Web-Scanning und dass Sie keine Software mehr installieren müssen. ImageFormula A4 Duplex Scanner (600dpi), max. 60 Blatt ADF, 50 S./100 Bilder/Min., USB 3.2 + LAN/WLAN, Betrieb ohne Treiberinstallation|Computer & Gaming||interdiscount
CANON LBP722CDW (Laserdrucker, Farbe, WLAN, Bluetooth)|561.1|Maximieren Sie Ihre Büroproduktivität mit hohen Druckgeschwindigkeiten von bis zu 38 Seiten/Minute und einer hohen Papierkapazität von bis zu 2.300 Blatt. Sicheres Verbinden und Drucken - ideal für hybride Arbeitsumgebungen und externe Mitarbeiter.|Computer & Gaming||interdiscount
CANON PF-10 (Mehrfarbig, 1 Stück)|546.7|Canon PF-10 - Druckkopf - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON imageFORMULA RS40 (USB Typ-A, 600 x 600 dpi)|538.05|A4 Scanner (600dpi), max. 40 Foto-ADF, 30 Fotos/Min. (60 Dokumente), USB 2.0, Diverse AUTO-Korrekturen, 9 Routineaufträge|Computer & Gaming||interdiscount
CANON i-SENSYS LBP722Cdw (Laserdrucker, Farbe, WLAN)|506.0|Druckertyp: Farbig, Drucktechnik: Laser, Total Fassungsvermögen Papierzuführungen: 650 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 38 ppm|Computer & Gaming||interdiscount
CANON i-SENSYS LBP325x (Laserdrucker, Schwarz-Weiss, USB)|504.15|Nutzen Sie mit diesem kompakten S/W-Laserdrucker die Vorteile von hohen Druckgeschwindigkeiten und flexiblem Medienhandling.|Computer & Gaming||interdiscount
CANON i-SENSYS MF463dw (Laserdrucker, Schwarz-Weiss, USB)|469.0||Computer & Gaming||interdiscount
CANON DR-F120 (USB 2.0)|453.5|Die ideale Lösung für kleinere Büros, die verschiedenste Dokumente zügig und bequem scannen möchten.|Computer & Gaming||interdiscount
CANON PFI-703 (Gelb, 1 Stück)|447.0|Canon PFI-703 Y - 700 ml - Gelb - Original - Tintenbehälter - für imagePROGRAF iPF810, iPF815, iPF820, iPF825|Computer & Gaming||interdiscount
CANON 059 H (Einzeltoner, Cyan)|431.4|Canon 059 H - Mit hoher Kapazität - Cyan - Original - Tonerpatrone - für Satera LBP851C, LBP852Ci|Computer & Gaming||interdiscount
CANON PF-05 (Schwarz, 1 Stück)|420.75|Typ bubble Jet on demandDruckkopf-Konfiguration 8 Farben, integrierter Typ (2 Druckköpfe)Auflösung Druckdüsen 2 x 1.200 dpiTröpfchengrösse 4 Pikoliter pro FarbeWechsel des Druckkopfs wechsel durch den Benutzer|Computer & Gaming||interdiscount
CANON i-SENSYS (Laserdrucker, Schwarz-Weiss, Bluetooth)|387.75||Computer & Gaming||interdiscount
CANON MAXIFY GX2050  (Tintendrucker, Farbe, WLAN, Bluetooth)|379.95|Dieses kompakte 4-in-1 MegaTank Multifunktionssystem ist perfekt für das Homeoffice. Drucke grosse Volumen hochwertiger Geschäftsdokumente in kürzester Zeit mit kostengünstigen Tintenflaschen.|Computer & Gaming||interdiscount
CANON DR-S130 (USB Typ-A, 30 Seite/min, 600 x 600 dpi)|368.6|"Hochgeschwindigkeits-Farbscannen mit 30 Seiten/Minute/60ipm und 60 Blatt ADF / WiFi- und USB-Konnektivität/Grosser 4,3"" Farb-Touchscreen und direkte Network PUSH-Scan-Funktion/ Bis zu 3500 Scans pro Tag / Erweiterte intelligente Verarbeitung mit OCR und Barcode /2D- Code-Erkennung  / leistungsstarke Einzugs- und Trennrollen für die zuverlässige Zuführung einer breiten Palette von Dokumenten, einschliesslich Pässen und ID-Karten."|Computer & Gaming||interdiscount
CANON 059 H (Einzeltoner, Magenta)|351.55|Canon 059 H - Mit hoher Kapazität - Magenta - Original - Tonerpatrone - für Satera LBP851C, LBP852Ci|Computer & Gaming||interdiscount
CANON PFI-707MBK (Schwarz, Mattschwarz, 1 Stück)|319.45|Die Zusammensetzung der Tinten von Canon ermöglicht Drucke mit besonders hellen und präzise wiedergegebenen Farben und hält Ihre Erinnerungen so naturgetreu fest. Hauttöne wirken natürlich und leuchtende Farben sind lebendig und realistisch. Pigmentschwarztinte sorgt beim Dokumentendruck für die gestochen scharfe und deutliche Widergabe selbst kleinster Buchstaben und feiner Linien.|Computer & Gaming||interdiscount
CANON PFI-706B (Blau, 1 Stück)|307.35|Canon PFI-706 B - 700 ml - Blau - Original - Tintenbehälter - für imagePROGRAF iPF8400, iPF9400, iPF9400S|Computer & Gaming||interdiscount
CANON PFI-1700 (Grau, 1 Stück)|306.1|Canon PFI-1700 GY - 700 ml - Grau - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1700 (Schwarz, Mattschwarz, 1 Stück)|306.1|Canon PFI-1700 MBK - 700 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1700 C (Cyan, 1 Stück)|306.1|Canon PFI-1700 C - 700 ml - Cyan - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1700 PC (Photo Cyan, Cyan, 1 Stück)|306.1|Canon PFI-1700 PC - 700 ml - Photo Cyan - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1700 PM (Photo Magenta, Magenta, 1 Stück)|306.1|Canon PFI-1700 PM - 700 ml - Photo Magenta - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-703 C (Cyan, 1 Stück)|306.1|Canon PFI-703 C - 700 ml - Cyan - Original - Tintenbehälter - für imagePROGRAF iPF810, iPF815, iPF820, iPF825|Computer & Gaming||interdiscount
CANON PFI-703BK (Schwarz, 1 Stück)|306.1|Canon PFI-703 BK - 700 ml - Schwarz - Original - Tintenbehälter - für imagePROGRAF iPF810, iPF815, iPF820, iPF825|Computer & Gaming||interdiscount
CANON PFI-703MBK (Schwarz, Mattschwarz, 1 Stück)|306.1|PFI-703MBK, Dye Ink 700ml, for iPF810/820|Computer & Gaming||interdiscount
CANON PFI-706 (Rot, 1 Stück)|306.1|Canon PFI-706 R - 700 ml - Rot - Original - Tintenbehälter - für imagePROGRAF iPF8400, IPF8400SE, iPF9400, iPF9400S|Computer & Gaming||interdiscount
CANON PFI-706GY (Grau, 1 Stück)|306.1|Tintenpatronen PFI-706|Computer & Gaming||interdiscount
CANON PFI-707 Y (Gelb, 1 Stück)|306.1|Canon PFI-707 Y - 700 ml - Gelb - Original - Tintenbehälter - für imagePROGRAF iPF830, iPF830 MFP M40, iPF840, iPF840 MFP M40, iPF850, iPF850 MFP M40|Computer & Gaming||interdiscount
CANON PFI-710BK (Schwarz, 1 Stück)|306.1|Canon PFI-710 BK - 700 ml - Schwarz - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI-710C (Cyan, 1 Stück)|306.1|Canon PFI-710 C - 700 ml - Cyan - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI-710Y (Gelb, 1 Stück)|306.1|Canon PFI-710 Y - 700 ml - Gelb - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI710MBK (Schwarz, Mattschwarz, 1 Stück)|297.2|Canon PFI-710 MBK - 700 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI-1700 Y (Gelb, 1 Stück)|294.55|Canon PFI-1700 Y - 700 ml - Gelb - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1700PBK (Schwarz, Photo Schwarz, 1 Stück)|294.55|Canon PFI-1700 PBK - 700 ml - Photo schwarz - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON 064H (Einzeltoner, Magenta)|293.05|Toner-Modul|Computer & Gaming||interdiscount
CANON 4932C001 (Einzeltoner, Gelb)|293.05|Toner-Modul|Computer & Gaming||interdiscount
CANON ImageFORMULA R30 (USB Typ-A, 600 x 600 dpi)|289.8||Computer & Gaming||interdiscount
CANON 073 (Einzeltoner, Schwarz)|287.75|LBP361 - Toner-Modul|Computer & Gaming||interdiscount
CANON 6061B Fotopapier (914 x 30000, 200 g/m2)|272.4|Dieses hochwertige Satin Tintenstrahl-Fotopapier besitzt eine Spezialbeschichtung für überzeugende, natürlich wirkende Farbprints von Grafiken, Präsentationen und Fotos. Das Papier ist praktisch sofort oberflächentrocken, wischfest und bietet gute Farbdichte und exzellente Bildschärfe. Es ist kompatibel zu vielen digitalen Drucksystemen sowohl auf Farbstoff- als auch Pigmentbasis und eignet sich hervorragend für den täglichen Vielzweck-Einsatz. Das Tragen von Baumwollhandschuhen wird empfohlen|Computer & Gaming||interdiscount
CANON PFI-710BK (Schwarz, 1 Stück)|272.15|PFI-710BK Tintenpatrone|Computer & Gaming||interdiscount
CANON 054 (Multipack, Schwarz, Gelb, Cyan, Magenta)|271.85|Mit dem CANON 054 (Multipack, Schwarz, Cyan, Magenta, Gelb) sind Sie hervorragend aufgestellt und profitieren von den brillanten Farben Schwarz, Cyan, Magenta und Gelb und der leichten Installation des Sets.Das Toner Set von CANON hat eine Druckleistung von 1.200 Blatt und versichert, dass die Druckqualität ohne Abzüge gehalten wird. Konzentrieren Sie sich auf die Arbeit und lassen Sie sich vom CANON 054 Ihren Tag angenehmer gestalten. Im Lieferumfang enthalten sind alle Standardfarben enthalten, sodass Sie sofort mit der Arbeit beginnen können. Lassen Sie Ihre Dokumente und Grafiken in prächtigen Farben erstrahlen.|Computer & Gaming||interdiscount
CANON 040 H|251.15|Mit der All-in-One Cartridge 040 H haben Sie die Gewissheit, dass Sie stets saubere und scharfe Drucke erhalten. Die hohe Kapazität stellt sicher, dass eine einzige Cartridge für viele Ihrer Druckaufträge ausreicht.|Computer & Gaming||interdiscount
CANON 0455C001|251.15|Noch mehr drucken mit der Toner-Cartridge Gelb mit hoher Reichweite für hochwertige und lange haltbare Drucke mit der i-SENSYS LBP710C Serie|Computer & Gaming||interdiscount
CANON T04-Y (Einzeltoner, Gelb)|246.35|Toner-Modul|Computer & Gaming||interdiscount
CANON T04-C (Einzeltoner, Cyan)|231.6|Original Toner farbig passend zu CANON Colour Laser Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON T04-M IR (Einzeltoner, Magenta)|231.6|Original Toner farbig passend zu CANON Colour Laser Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON C-EXV 45 (Einzeltoner, Cyan)|225.1|Canon C-EXV 45 - Cyan - Original - Tonerpatrone - für imageRUNNER ADVANCE C7260i, C7270i, C7280i|Computer & Gaming||interdiscount
CANON 039 H (Einzeltoner, Schwarz)|215.55|Mit der All-in-One Cartridge 039 H, die nahtlos auf den Canon i-SENSYS LBP351x/LBP352x abgestimmt ist, erhalten Sie rund 25.000 kontraststarke, streifenfreie S/W-Seiten (gemessen nach ISO 19798).|Computer & Gaming||interdiscount
CANON Premium Glossy 2 Fotopapier (1 Stück, A1, 280 g/m2)|210.8|"Farbe: Weiss, Mediengewicht: 280 g/m², Verpackungseinheit: 1 Stück, Papierformat: 24"" - Verpackungsinhalt: 1 Rolle - Format: 24"" (B) x 25 m (L) - Stärke: 280 g/m² - Weiss, Glossy"|Computer & Gaming||interdiscount
CANON 059 H (Einzeltoner, Schwarz)|208.2|Canon 059 H - Mit hoher Kapazität - Schwarz - Original - Tonerpatrone - für Satera LBP851C, LBP852Ci|Computer & Gaming||interdiscount
CANON PFI-1300 (Photo Grey, 1 Stück)|207.3|Canon PFI-1300 PGY - 330 ml - Photo Grau - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON CRG-724H|197.85|Mit der All-in-One Cartridge 724, die nahtlos auf Ihr Canon System abgestimmt ist, erhalten Sie rund 12.500 kontraststarke, streifenfreie S/W-Seiten (gemessen nach ISO 19752).|Computer & Gaming||interdiscount
CANON 708H (Einzeltoner, Schwarz)|197.35|Mit der Cartridge 708H können Sie ca. 6.000 Seiten drucken (gemessen nach ISO 19752). Mit Toner-Cartridges hoher Kapazität senken Sie die Kosten pro Ausdruck.|Computer & Gaming||interdiscount
CANON 0454C001|197.0|Die Toner-Cartridge Gelb für hochwertige und lange haltbare Drucke mit der i-SENSYS LBP710C Serie|Computer & Gaming||interdiscount
CANON 055H (Cyan, 1 Stück)|195.1|Diese Toner-Cartridge wurde entwickelt, um das Potential und die Druckqualität kompatibler i-SENSYS Laserdrucker zu maximieren. Das All-in-One-Design und die einfache Installation ermöglichen es jedem Mitarbeiter, bei Bedarf eine neue Cartridge einzusetzen.|Computer & Gaming||interdiscount
CANON PGI-7500XL (Cyan, 1 Stück)|190.4|Canon PGI-7500XL C - XL - Cyan - original - Tintenbehälter - für Canon WG7540, WG7550, WG7550F; WG Series WG7550F|Computer & Gaming||interdiscount
CANON 732|189.95|Mit der All-in-One Cartridge 732 Y haben Sie die Gewissheit, dass Sie stets saubere und scharfe Drucke erhalten. Eine Kapazität von rund 6.400 Seiten (gemessen nach ISO 19798) stellt sicher, dass eine einzige Cartridge für viele Ihrer Druckaufträge ausreicht.|Computer & Gaming||interdiscount
CANON 055 H (Gelb, 1 Stück)|184.4|Canon 055 H - Mit hoher Kapazität - Gelb - Original - Tonerpatrone - für Color imageCLASS MF743Cdw|Computer & Gaming||interdiscount
CANON 055 H (Magenta, 1 Stück)|184.25|Diese Toner-Cartridge wurde entwickelt, um das Potential und die Druckqualität kompatibler i-SENSYS Laserdrucker zu maximieren. Das All-in-One-Design und die einfache Installation ermöglichen es jedem Mitarbeiter, bei Bedarf eine neue Cartridge einzusetzen.|Computer & Gaming||interdiscount
CANON 034 (Einzeltoner, Magenta)|181.0|Canon 034 - Magenta - Original - Tonerpatrone - für ImageCLASS MF810Cdn, MF820Cdn; imageRUNNER 1435i, 1435iF, C1225, C1225iF|Computer & Gaming||interdiscount
CANON C-EXV034 (Einzeltoner, Gelb)|181.0|Canon 034 - Gelb - Original - Tonerpatrone - für ImageCLASS MF810Cdn, MF820Cdn; imageRUNNER 1435i, 1435iF, C1225, C1225iF|Computer & Gaming||interdiscount
CANON CRG-053DRM (Einzeltoner, Schwarz)|180.75|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON 041 / 0452C002 (Einzeltoner, Schwarz)|178.85|Canon 041 - Hohe Ergiebigkeit - Schwarz - Original - Tonerpatrone - für imageCLASS LBP312dn; i-SENSYS LBP312x|Computer & Gaming||interdiscount
CANON C-EXV49 (Trommel, Schwarz)|176.45||Computer & Gaming||interdiscount
CANON 4933C001 (Einzeltoner, Magenta)|176.35|Toner-Modul|Computer & Gaming||interdiscount
CANON 4935C001 (Einzeltoner, Cyan)|176.35|Toner-Modul|Computer & Gaming||interdiscount
CANON TC-20 Seitenablage (Schwarz)|173.0|Canon imagePROGRAF TC-20 - Papierablage - Desktop - für imagePROGRAF TC-20|Computer & Gaming||interdiscount
CANON 040  (Einzeltoner, Cyan)|172.35|Die Toner-Cartridge Cyan für hochwertige und lange haltbare Drucke mit der i-SENSYS LBP710C Serie|Computer & Gaming||interdiscount
CANON 040 (Einzeltoner, Magenta)|172.35|Die Toner-Cartridge Magente für hochwertige und lange haltbare Drucke mit der i-SENSYS LBP710C Serie|Computer & Gaming||interdiscount
CANON RH2-35 Druckerspindel (Schwarz, Edelstahl, Blau)|171.9|Zubehörtyp: Rollenadapter - Rollenhalter RH2-35 - Für Canon imagePROGRAF TM-300 und TM-305|Computer & Gaming||interdiscount
CANON PFI-1300 (Grau, 1 Stück)|166.6|Canon PFI-1300 GY - 330 ml - Grau - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-320 (Magenta, 1 Stück)|167.0|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON PFI-1300 (Cyan, 1 Stück)|166.6|Canon PFI-1300 C - 330 ml - Cyan - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON PFI-1300 (Magenta, 1 Stück)|166.6|Canon PFI-1300 M - 330 ml - Magenta - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
